,cues,outcomes
6420,being_below_the_age_of_criminal_responsibility_they_not,FutureSimple
6421,a_most_remarkable_feat_and_quite_essential_if_you_the_area_for_a_likely_meal,PresentProg
6422,cos_i_the_children,PastProg
6423,why_they_just_there_like_that,PresentProg
6424,he_the_colosseum,PastProg
6425,you_that_stupid_thing_at_the_moment,PresentProg
6426,with_the_wind_in_their_favour_ballymena_the_first_half_being_encamped_for_long_spells_in_the_hawick_territory,PastSimple
6427,but_there_no_answer_no_noise,PastSimple
6428,cecilia_darne_brian,PastPerf
6429,by_then_the_turkish_menace,PastPerf
6430,and_please,PresentSimple
6431,to_keep_our_individual_definitions_as_simple_as_possible_we_two_sorts_of_program_mutually,FutureSimple
6432,they_it_to_a_museum_in_sydney,FutureSimple
6433,hans_his_head,PastProg
6434,there_about_four_inches_of_water_inside,PastSimple
6435,now_she_down_at_me,PastProg
6436,an_engineer_more_precise,FutureSimple
6437,as_far_as_the_normal_age_retirement,PresentSimple
6438,the_house_of_windsor_highly_adept_at_the_business_of_its_own_survival,PresentPerf
6439,sir_why_you_that_on_your_er,PresentPerf
6440,they_just_together,PastPerf
6441,the_pulse_him_in_into_that_horrid_rhythm_now_dead_now_living,PastProg
6442,he_by_contemporary_dramatists,PastPerf
6443,the_term_by_some_zealots_to_any_change,PresentProg
6444,so_why_she_here_now_moodily_watching_the_rain_pelting_down_outside_the_patio_doors,PastProg
6445,you_containers_open_up_a_complete_new_dimension_to_gardening,FutureSimple
6446,she_her_hands,PastProg
6447,garden_diy_a_new_expert_book_out_in_time_for_christmas,PresentPerf
6448,you_today,PresentProg
6449,you_them_all_you_greedy_pig,PresentPerf
6450,but_the_tide_after_the_draw_midweek,PresentProg
6451,subdivision_of_a_phase_only_smaller_portions_indistinguishable_from_one_another,FutureSimple
6452,the_norms_associated_with_hygiene_in_the_home_and_in_public_places_a_concern_for_human_life,PresentSimple
6453,the_foundations_of_chemistry_as_a_mature_science_in_the_last_third_of_the_eighteenth_century,PastPerf
6454,the_ball_the_three_youngsters_about_landed_near_scott_once_more,PastProg
6455,no_one_forward,PastSimple
6456,just_one_goal_in_their_favour_them_from_relegation,PresentProg
6457,their_story,PastPerf
6458,you_forward_to_this_age_jo,PresentProg
6459,but_at_least_merson_solely_on_form,PresentProg
6460,we_the_practical_implications_of_the_sexual_knowledge_and_behaviour_of_young_women_for_the_spread_of_hiv_infection,FutureSimple
6461,this_time_a_team_from_gloucestershire_to_the_top_of_the_world,PresentProg
6462,since_then_there_less_of_a_general_shortage_of_labour_but_rather_a_shortfall_in_skilled_rather_than_unskilled_labour,PresentPerf
6463,in_this_they_simply_the_typical_disinterest_of_historians,PastProg
6464,currently_in_the_nursing_field_computers_as_a_medium_for_communicating_in_nursing_practice_education_management_and_research,PresentProg
6465,trifling_variations_of_printed_conditions_or_an_expressed_as_opposed_to_an_actual_willingness_to_negotiate_not_the_section,FutureSimple
6466,after_the_fiasco_on_the_road_outside_mill_hill_kevin_brown_on_the_kensington_apartment_in_high_temper,PastPerf
6467,more_of_this_story_in_the_next_issue,FutureSimple
6468,a_firm_in_maidenhead_an_hydraulically_operated_bar_stool_with_a_large_base_housing_a_compressed_air_tank,PastSimple
6469,some_magazines_to_the_new_hard_times_by_raising_prices,PresentProg
6470,drinks_usually_at_regular_breaks,PresentSimple
6471,this_concluding_section_selected_implications_for_practice,PresentSimple
6472,the_government_minor_cuts_on_welfare_and_some_changes_of_a_largely_symbolic_nature,PresentPerf
6473,nice_why_you_just_those,PresentPerf
6474,i_back_to_my_hotel_after_dinner_with_a_bucharest_novelist_and_his_family_and_being_graciously_escorted_by_him_and_his_wife_through_the_still_evidently_dangerous_silent_streets,PresentProg
6475,what_dana_on_a_catwalk,PastProg
6476,maybe_the_local_gossip_that_at_the_time,PastProg
6477,nor_there_any_direct_challenge_to_the_chairman,PresentPerf
6478,many_women_psychologists_honorary_men,PresentSimple
6479,in_other_words_there_more_military_coups_in_underdeveloped_than_in_developed_countries,PresentPerf
6480,it_undergravel_filtration_by_two_powerheads_with_a_protein_skimmer,PresentPerf
6481,instrumentalists_never_great_attention_to_the_detailed_institutional_organization_of_the_liberal_democratic_state,PresentPerf
6482,a_final_decision_whether_to_grant_an_entertainment_licence_in_march,FutureSimple
6483,high_on_the_list_of_their_priorities_of_course_heating,FutureSimple
6484,energised_by_new_coach_bobby_ross_the_chargers_at_last_their_patient_fans,PresentProg
6485,the_robot_within_the_substance_of_the_hydra_and_with_its_apparent_complicity,PastProg
6486,alec_still,PastProg
6487,you_the_phone_number_of_my_apartment_in_south_ken,PresentSimple
6488,our_next_task,PastProg
6489,that_about_three_seconds,PastSimple
6490,since_then_she_and_embarked_on_a_career_with_royal_insurance,PresentPerf
6491,erm_lyme_regis_dorset_and_from_there_to_er_near_kidderminster_a_minute,PresentSimple
6492,truly_your_shopping_list_your_freeway_to_fitness,FutureSimple
6493,any_lives,PastPerf
6494,i_for_the_black_boots,PastSimple
6495,i_impatient,PresentProg
6496,so_how_i,FutureSimple
6497,in_medway_a_new_system_of_contracted_beds_in_nursing_homes,PresentProg
6498,the_extremes_of_management_approach_to_the_problem_management_by_discipline_and_management_by_project,PresentSimple
6499,by_comparison_with_gold_jade_or_precious_stones_pearls_much_less_durable,PresentSimple
6500,your_dad_back_home,PresentPerf
6501,we,PresentProg
6502,perhaps_the_nss_paper_in_a_job_lot_from_chernobyl,PastPerf
6503,he_not_at_noon,PastSimple
6504,in_general_the_handwriting_recognition_systems_supplied_with_these_systems_on_printed_handwriting,PresentSimple
6505,global_environmental_research_and_the_social_sciences_thus_far_the_emphasis_very_much_on_the_natural_science_aspects_of_environmental_monitoring_and_prediction,PresentPerf
6506,he_well_erm,PresentSimple
6507,a_pilot_study_out_with_manchester_university,PresentProg
6508,hotel_amenities_all_citalia_hotels_specially_for_their_ideal_location_good_service_and_value,PresentPerf
6509,many_more_similar_questions,FutureSimple
6510,the_traffic_lights_out_the_middle,PresentPerf
6511,the_main_teaching_method_the_traditional_large_lecture,PastSimple
6512,benny_it_all_up_for_eve,PastSimple
6513,you_blood_taken_before,PresentPerf
6514,now_in_this_case_four_of_them_twelve_hours,FutureSimple
6515,the_rest_of_this_chapter_with_such_modifications_and_improvements_to_the_probabilistic_analyser,FutureSimple
6516,in_truth_she_now_guilty_for_leaving_the_shuddering_elizabeth_alone_in_the_farmhouse,PastSimple
6517,given_these_considerations_there_not_a_managerial_revolution,PresentPerf
6518,you_to_the_tonight,PresentProg
6519,that_our_first_priority,PresentSimple
6520,the_particular_strategy_appropriate_to_the_organisation_to_a_large_extent_on_the_political_and_financial_circumstances_of_the_organisation,FutureSimple
6521,why_you_with_me,PresentSimple
6522,but_she_not_yet_the_same_language_herself,PresentProg
6523,many_other_botanists_also_the_remote_and_outlying_islands_during_the_period_under_discussion,PresentPerf
6524,sadly_that_tradition_over_the_past_five_years,PresentPerf
6525,car_down_on_the_eh,PastSimple
6526,where_there_any_for_sale,PresentSimple
6527,but_the_real_purpose_in_a_healthy_alternative_for_potential_child_murderers_and_perverts,PresentProg
6528,tobacco_as_a_primary_source_of_funds,PresentPerf
6529,the_figures,PastProg
6530,this_considerable_interest_in_recent_years,PresentPerf
6531,four_others_from_hypothermia,PastProg
6532,the_result_of_the_ballot_on_thursday_according_to_rmt_official_bob_rayner,FutureSimple
6533,this_time_we_better,PastSimple
6534,what_you_with_that_colander,PresentProg
6535,part_of_the_main_mill_and_the_mill_ponds_now,PresentPerf
6536,brides_haven_small,PastSimple
6537,you_a_grand_job_of_sitting_still,PresentSimple
6538,and_they_that_wise_be_no_farther,FutureSimple
6539,her_movements_all_spring_from_a_curving_line_as_she_her_body_turning_on_an_axis_from_foot_knee_or_hand,PresentSimple
6540,i_whitney_houston,PresentSimple
6541,ach_you_lamb,PresentSimple
6542,the_theory_not_to_the_vast_majority_of_officials,FutureSimple
6543,but_what_you_here,PresentProg
6544,demonstration_and_the_next_minute_you_against_mm,PastProg
6545,one,PastProg
6546,if_necessary_we_you_through_the_court_process,FutureSimple
6547,a_group_of_bosnian_refugees_a_tearful_farewell_to_charity_workers_after_spending_a_week_in_their_care,PresentPerf
6548,just_being_out_of_work_not_that_bad,PresentSimple
6549,the_surprise_total,PastSimple
6550,the_study_of_small_mammal_fossils_fossils_one_of_our_most_direct_links_with_the_prehistoric_past,PresentSimple
6551,oh_what_about,PresentProg
6552,they_on_the_inside,PastSimple
6553,one_or_two_instances_that_the_fifty_percent,PastProg
6554,mr_aram_textile_mills_for_industrial_and_commercial_redevelopment_mostly_to_date_in_the_traditional_spinning_and_weaving_areas_of_lancashire_and_yorkshire,PresentSimple
6555,there_no_way_of_holding_anything_back,PastSimple
6556,but_normally_they_to_the_wall_of_the_house,PresentSimple
6557,at_least_eighty_per_cent_of_the_works_in_the_show_including_masterpieces_not_the_atlantic_before,PresentPerf
6558,orwell,FutureSimple
6559,although_minute_and_somewhat_sordid_the_first_act_of_a_fiction_the_most_truthful_especially_the_scenes_at_the_philanthropic_school,PresentSimple
6560,consequently_there_fewer_serious_efforts_towards_obtaining_effective_solutions,PresentPerf
6561,i_with_three_men_at_a_warehouse_near_the_airport,PastProg
6562,during_this_time_too_ludens_conscious_of_an_unusual_sensation,PastPerf
6563,and_you_all_over_again,PresentSimple
6564,the_details_of_this_fully_in_the_next_chapter,FutureSimple
6565,what_he_actually,PresentProg
6566,oh_how_doubly_difficult_it_for_them_both,PastSimple
6567,the_latter_not_existing_pensioners,FutureSimple
6568,it_all_out,PastPerf
6569,but_i_a_serious_point_here,PresentSimple
6570,even_the_call_asking_her_to_see_him_at_his_office_by_a_secretary,PastPerf
6571,certainly_they_never_from_me,FutureSimple
6572,berlin_however_something_of_a_special_case_in_the_west_german_higher_education_scene,PresentSimple
6573,but_on_the_downside_many_bus_companies_conductors_from_more_and_more_services,PresentPerf
6574,this_group_of_pronouns_weak_forms_with_weaker_vowels_than_the_and_of_their_strong_forms,PresentPerf
6575,no_wonder_manager_ian_porterfield_him_as_his_greatest_signing,PastSimple
6576,it_there_as_snug_as_a_contented_cat_catching_the_sunshine_full_on_its_face,PastSimple
6577,the_clientele_bankers_brokers_and_lawyers,PresentSimple
6578,she_him_one_posthumous_son,PastSimple
6579,a_licence_usually_for_a_period_of_five_years,PresentSimple
6580,it_to_the_difference_in_the_two_jurisdictions_being_compared,PresentSimple
6581,the_smart_set_to_motoring_and_to_france_especially_the_riviera_intent_on_forgetting_the_war,PastSimple
6582,she_equally_hard_her_little_arms_binding_like_rope_round_the_warm_soft_neck,PastPerf
6583,thursday_night_i_in_dread_of_the_choir,PastProg
6584,ec_members_already_informally_to_the_macsharry_plan,PresentProg
6585,tiredness_every_worry_line_of_his_face,PastSimple
6586,she,PastProg
6587,the_house_up,PastProg
6588,it_all_very_innocent,PastSimple
6589,i_a_publisher,PresentSimple
6590,robbie_i_ever_him_to,PastSimple
6591,i_some,PastSimple
6592,only_a_few_simple_cartridges_available_including_tennis_baseball_and_super_mario_land,PresentSimple
6593,by_mike_selvey_the_tentacles_of_satellite_television_even_wider_even_unto_the_english_domestic_scene,PresentProg
6594,a_family_of_four_narrowly_being_killed_by_toxic_fumes_from_a_boiler,PresentPerf
6595,upon_examining_the_wreck_the_engine_backwards_into_the_cockpit,PastPerf
6596,this_his_position_as_a_symbol_of_the_national_struggle,PastSimple
6597,course_i_er_the_main_subject_today_the_pot_the_kettle_black,PresentProg
6598,his_approach_a_severely_practical_one,PastPerf
6599,midnight_his_head,PastPerf
6600,she_her_breath,PastProg
6601,he_her,PastPerf
6602,he_no_voice,PastSimple
6603,so_the_next_evening_the_two_forces,PastSimple
6604,the_broth_happily_still_clear_and_unclouded,PastProg
6605,therefore_the_letter_on_plain_paper,PastSimple
6606,i_just_about_well_about_that,PastProg
6607,the_group_based_in_woking_surrey_with_financial_services_and_transport_businesses,FutureSimple
6608,i_enough_of_that,PastPerf
6609,the_sky_suddenly,PastPerf
6610,naked_men_of_unbelievable_varieties_sitting_or_lying_all_round_the_cove,PastProg
6611,needless_to_say_the_college_up_a_fight,PresentProg
6612,in_recent_months_after_the_computerisation_of_employment_records_the_service_the_focus_of_a_wide_range_of_stoppages_over_staffing,PresentPerf
6613,this_method_with_increasing_success_since_the_middle_of_the_nineteenth_century,PresentPerf
6614,i_as_a_data_clerk_in_the_basement_of_a_wall_street_bank,PastProg
6615,that,PastProg
6616,his_arguments_on_the_other_hand_a_bizarrely_distorted_picture_of_the_election_result_in_scotland,PresentSimple
6617,there_quite_a_lot_of_other_bits_and_bobs_floating_about_asteroids_meteors_little_bits_of_chunks_flying_all_over_the_place,PresentSimple
6618,you_marvellously,PresentPerf
6619,a_mr_vicenzo_an_american_manningham_at_his_office,PastPerf
6620,the_future_of_friern_by_the_top_of_the_office,PastProg
6621,insight_into_abnormalities_of_transit_and_pressure_activity_in_constipation_or_diarrhoea_with_these_techniques,PresentPerf
6622,i_you_twenty_days,FutureSimple
6623,the_only_cost_to_the_participant_hard_work_and_commitment_in_return_for_potential_years_of_profit_and_success,PresentSimple
6624,other_aspects_of_culture,PresentSimple
6625,his_previous_sermons_a_little_too_high_for_their_comprehension,PastPerf
6626,almost_fifty_volumes_to_date,PresentPerf
6627,richard_beswick_at_little_brown_up_ouch,PresentPerf
6628,and_to_finish_most_of_my_family_off_there_of_course_my_grandparents,PresentSimple
6629,in_principle_direct_investment_with_it_better_management_improved_technology_and_marketing_expertise,PresentSimple
6630,in_the_absence_of_any_verification_interim_profits_not_in_the_capital_base,FutureSimple
6631,northampton_town_just_at_home_by_shrewsbury_town,PastPerf
6632,liz_taylor_there_beautiful_and_flashing_her_much_publicised_diamonds,PastProg
6633,some_of_the_light_the_day,PastProg
6634,they_on_the_main_staircase_two_flights_up_from_the_party_room,PastProg
6635,they_you_lies,PresentPerf
6636,she_him_hard,PastSimple
6637,these_things_therefore_little_by_little_private_property,PastSimple
6638,there_always_a_market_for_artificial_grass_courts_in_this_country,FutureSimple
6639,such_advice_little_to_the_practical_problems_of_cost,PastSimple
6640,and_no_doubt_it_as_a_very_important_theme_for_the_future,FutureSimple
6641,this_then_modular_computing,PresentSimple
6642,your_condensation_yet,PresentPerf
6643,that_not_long_ago,PastPerf
6644,therefore_public_transport_policy_for_rural_areas_very_careful_evaluation_not_only_in_terms_of_economic_viability_but_also_in_terms_of_the_social_impact_of_reducing_services,PresentSimple
6645,a_free_spirit_and,PresentPerf
6646,locating_sound_as_a_party_our_ears_continually_by_the_minute_pressure_waves_generated_by_voices_and_music,PresentProg
6647,this_shift_in_emphasis_to_an_active_readership_elsewhere_in_media_studies_with_a_considerable_increase_in_the_amount_of_empirical_audience_research,PresentPerf
6648,the_ground_floor_out_as_dormitories,FutureSimple
6649,all_the_proceeds_from_that_to_children_in_need_as_well,PresentProg
6650,i_very_sorry_for_him_then,PastSimple
6651,oh_right_oh_an_ambulance_then,PresentPerf
6652,the_us_administration_under_president_reagan_outright_the_need_for_a_new_international_economic_order_or_any_sweeping_changes_in_international_monetary_institutions,PastSimple
